 cpt#    psproj# nr.coll deposition site x,y,z
                         (Angs)
   2       21782    4    0.418524E+01 -0.566843E+01 -0.263128E+01
   2       21783   16    0.476521E+01 -0.311412E+02 -0.616760E+01
   2       21785    5    0.434707E+01 -0.150426E+02 -0.122793E+01
   2       21788   11    0.259138E+01 -0.183835E+02 -0.123237E+02
   2       21789   17    0.204695E+02 -0.126590E+02  0.163324E+02
   2       21790    4    0.237057E+01 -0.739053E+01 -0.148331E+01
   1       21793  218    0.825827E+02  0.721815E+02 -0.778457E+02
   2       21797   17    0.114494E+02 -0.315448E+02  0.108451E+02
   1       21799  212    0.291620E+02  0.941412E+01  0.255570E+02
   1       21802  220    0.332322E+02 -0.256157E+01  0.147483E+03
   2       21805   12    0.811730E+01 -0.880867E+01  0.175601E+01
   1       21806  206    0.369445E+02 -0.514185E+02  0.882052E+01
   2       21808    9    0.438896E+01 -0.137386E+02  0.553334E+01
   1       21810  225    0.645989E+02 -0.146291E+03 -0.124325E+03
   2       21811   16    0.125619E+02 -0.198585E+02 -0.248501E+00
   2       21812   12    0.130623E+02 -0.732981E+01  0.546784E+01
   2       21813   15    0.766178E+01 -0.238222E+00  0.434526E+01
   2       21817   15    0.802504E+01 -0.625871E+01 -0.137444E+02
   2       21819   18    0.228529E+02 -0.246062E+02  0.376652E+01
   2       21821   15    0.166334E+02 -0.147715E+02 -0.280336E+01
   2       21827   20    0.160492E+02 -0.161440E+02  0.975228E+01
   1       21828  213    0.818853E+02 -0.996005E+02  0.244343E+02
   2       21833   15    0.242866E+02 -0.100625E+02 -0.367261E+01
   1       21837  223    0.655575E+02  0.475105E+02  0.159850E+03
   2       21838   12    0.541150E+01 -0.518109E+01 -0.895480E+01
   2       21839    8    0.706917E+00  0.450785E+01 -0.473884E+01
   2       21843    8    0.458472E+01 -0.118530E+02  0.588380E+01
   2       21844   18    0.101792E+02 -0.186512E+02  0.142236E+01
   2       21846    8    0.961133E+01 -0.129106E+02 -0.149287E+01
   2       21847   15    0.127636E+02 -0.134007E+02  0.133571E+02
   2       21849   19    0.295889E+02 -0.228853E+02 -0.226958E+01
   2       21850   11    0.690785E+01 -0.134656E+02  0.257108E+01
   1       21853  209    0.168143E+03  0.616342E+01  0.309151E+02
   2       21857   13    0.352968E+01 -0.164112E+02  0.616996E+01
   1       21858  231    0.846010E+02 -0.105901E+03 -0.841616E+02
   1       21860  223    0.734776E+02  0.127883E+03 -0.453568E+02
   2       21861   13    0.883539E+01  0.358229E+01 -0.835279E+00
   2       21862   19    0.619664E+01 -0.399076E+02 -0.342819E+01
   2       21863   10    0.864255E+01 -0.179748E+02 -0.847151E+01
   1       21867  227    0.536688E+02  0.162099E+02  0.239576E+02
   2       21868   18    0.284055E+02 -0.805795E+01 -0.138116E+02
   2       21869   11    0.906143E+01 -0.185368E+02 -0.537108E+01
   2       21870   13    0.656442E+00 -0.122503E+02 -0.784925E+01
   1       21873  208    0.104962E+03 -0.999400E+02 -0.512944E+02
   1       21874  203    0.842374E+02 -0.318518E+02  0.882735E+02
   2       21875    8    0.723877E+01 -0.897772E+01  0.529824E+01
   2       21878    7    0.865535E+01 -0.681216E+01 -0.315268E+01
   2       21879    6    0.433443E+01 -0.141960E+02  0.786407E+00
   1       21880  190    0.823178E+02  0.398753E+02  0.162834E+02
   2       21882   10    0.138213E+02 -0.399183E+01 -0.287035E+00
   1       21884  215    0.740770E+02 -0.997057E+02 -0.242236E+02
   2       21887   11    0.943205E+01 -0.170538E+02  0.456065E+01
   2       21890   16    0.898596E+01 -0.678866E+01  0.103565E+02
   2       21893    8    0.551566E+01 -0.120645E+02 -0.902889E+00
   2       21900   16    0.197533E+02 -0.111795E+02  0.196847E+01
   1       21903  211    0.141069E+03 -0.168087E+02  0.122787E+03
   1       21904  222    0.315402E+02 -0.231497E+02 -0.716581E+02
   1       21906  221    0.159344E+03  0.921853E+01 -0.294678E+02
   2       21907   10    0.757376E+01 -0.128502E+02  0.565893E+01
   2       21911   13    0.194996E+02 -0.184993E+02 -0.647578E+00
   2       21912   15    0.175601E+02 -0.292841E+02 -0.512543E+01
   1       21913  227    0.788438E+02  0.181998E+02  0.127129E+03
   1       21919  205    0.133308E+03 -0.557399E+02  0.113680E+03
   2       21920   18    0.159528E+02 -0.106147E+02  0.145541E+02
   2       21926   19    0.623231E+01 -0.701766E+01 -0.296554E+02
   2       21929   13    0.316380E+01 -0.185036E+02  0.556255E+01
   2       21931   19    0.248897E+02 -0.123250E+02  0.732657E+01
   1       21937  224    0.208648E+03 -0.108389E+02  0.516863E+01
   2       21940    5    0.593800E+01 -0.695381E+01 -0.448110E+00
   2       21941    8    0.459978E+01 -0.141507E+02  0.418263E+01
   2       21944   13    0.664937E+01 -0.202153E+02  0.661469E+01
   2       21945   12    0.734792E+01 -0.834777E+01 -0.308815E+01
   2       21948   16    0.133943E+02 -0.269375E+02 -0.706678E+01
   2       21949   16    0.104775E+02 -0.164074E+02  0.104765E+02
   1       21950  217    0.116304E+03 -0.358275E+02  0.235120E+02
   2       21952   15    0.536809E+01 -0.223851E+02  0.252289E+00
   2       21953   18    0.291033E+01 -0.178883E+02 -0.203454E+02
   2       21954   15    0.669935E+01 -0.280153E+02 -0.852947E+00
   2       21955   17    0.556965E+01 -0.121282E+02 -0.295205E+02
   1       21960  215    0.895539E+02 -0.138555E+03  0.413739E+02
   2       21966   13    0.914010E+01 -0.184089E+02  0.543012E+01
   1       21968  215    0.441656E+02 -0.797687E+01 -0.228483E+02
   1       21971  207    0.674639E+02 -0.474570E+02  0.162228E+03
   2       21973   18    0.781508E+01 -0.262354E+02 -0.262992E+01
   1       21978  220    0.213636E+02 -0.111603E+03  0.916849E+02
   1       21982  220    0.583548E+02 -0.497303E+02  0.377197E+02
   2       21986   10    0.149379E+02 -0.757334E+01  0.333369E+01
   2       21987   22    0.322682E+02 -0.234927E+02 -0.419517E+01
   1       21996  218    0.355641E+02 -0.259399E+02 -0.506426E+02
   2       22002    8    0.660626E+01 -0.398849E+01  0.545545E+01
   2       22003    8    0.599420E+01 -0.137235E+02 -0.121033E+01
   2       22005    4    0.434572E+01 -0.937469E+01  0.131382E+01
   1       22008  227    0.589459E+02 -0.364829E+02  0.746202E+02
   2       22009    9    0.107959E+02 -0.143174E+02  0.523974E+01
   2       22013   15    0.125685E+02 -0.235876E+02 -0.152913E+02
   2       22015   14    0.149009E+02 -0.258891E+01  0.455239E+01
   1       22024  229    0.586723E+02 -0.590155E+02 -0.228161E+02
   1       22025  212    0.856978E+02 -0.620832E+02 -0.197901E+01
   1       22026  225    0.334261E+02  0.136233E+03  0.148644E+03
   2       22028   15    0.101778E+02 -0.102409E+02 -0.884959E+01
   1       22034  220    0.407901E+02 -0.526915E+02  0.110405E+02
   2       22035   15    0.876404E+01 -0.289079E+02 -0.660934E+01
   1       22039  198    0.879967E+02  0.645770E+02  0.110239E+03
   2       22041    7    0.210710E+01 -0.153716E+02 -0.161728E+01
   1       22043  218    0.662742E+02  0.889870E+02  0.802349E+02
   2       22046   10    0.481100E+01 -0.153426E+02  0.819738E+01
   1       22048  212    0.107998E+03 -0.378438E+02  0.852948E+02
   1       22050  221    0.778145E+02 -0.136775E+03 -0.211192E+02
   2       22053    7    0.609740E+01 -0.416448E+01  0.545719E+01
   1       22054  221    0.752049E+02  0.577130E+02 -0.174476E+02
   2       22057   11    0.356400E+01 -0.789605E+01  0.729573E+01
   1       22059  227    0.833161E+02 -0.242241E+03 -0.757614E+02
   2       22061   16    0.189224E+02 -0.255404E+02  0.710495E+01
   1       22062  218    0.133867E+03  0.716348E+02 -0.666946E+01
   1       22069  215    0.658327E+02 -0.137684E+03 -0.518038E+02
   1       22071  230    0.428814E+02  0.678326E+02  0.392613E+02
   1       22078  218    0.926882E+02 -0.533441E+02  0.138457E+02
   2       22081   11    0.145288E+01 -0.190607E+02  0.125242E+02
   2       22083    9    0.162471E+02 -0.901152E+01 -0.445127E+01
   2       22087   15    0.198180E+02  0.509063E+01  0.599769E+01
   2       22090   15    0.162029E+01 -0.235470E+02 -0.153570E+02
   1       22092  219    0.708515E+02  0.613211E+02  0.486264E+02
   1       22097  221    0.587237E+02 -0.962708E+02 -0.219067E+01
   2       22098    7    0.915806E+01 -0.141163E+02  0.578580E+01
   2       22099   12    0.863785E+01 -0.677435E+01  0.133879E+02
   1       22102  228    0.983278E+02  0.718824E+02 -0.121117E+02
   1       22107  213    0.693018E+02 -0.674516E+02  0.145848E+01
   1       22110  229    0.142695E+03 -0.577022E+02 -0.101713E+03
   2       22113   11    0.126909E+02 -0.110112E+02  0.159986E+01
   1       22115  231    0.168258E+03 -0.359570E+02 -0.132715E+03
   2       22117   21    0.945608E+01 -0.124441E+02 -0.126566E+02
   2       22120    6    0.119981E+01 -0.112885E+02  0.513991E+01
   2       22127   17    0.194657E+02 -0.132437E+02 -0.192807E+02
   1       22129  213    0.170665E+03 -0.414377E+02 -0.321240E+01
   2       22134   16    0.527727E+01 -0.159210E+02 -0.194042E+02
   2       22137   11    0.128094E+02 -0.471897E+01  0.921865E+01
   2       22138   10    0.306561E+01 -0.104995E+02 -0.578991E+01
   1       22139  216    0.200157E+03 -0.169008E+03  0.588011E+02
   1       22142  214    0.141381E+03  0.392339E+01  0.113449E+03
   1       22143  222    0.112321E+02 -0.112482E+03  0.886977E+02
   2       22145    9    0.233780E+01 -0.136357E+02 -0.452966E+01
   2       22147   17    0.348391E+01 -0.194885E+01  0.196100E+02
   2       22148    8    0.508602E+01 -0.164450E+02 -0.598350E+01
   1       22151  227    0.891251E+02 -0.137561E+03 -0.124871E+03
   1       22152  212    0.996614E+02  0.758214E+02  0.452275E+01
   2       22153   19    0.316911E+01 -0.179160E+02 -0.399810E+01
   2       22154    6    0.460098E+01 -0.117566E+02  0.358974E+01
   1       22156  218    0.904609E+02 -0.951558E+02  0.838666E+02
   2       22157   20    0.876277E+01 -0.187635E+02 -0.133470E+02
   2       22158   18    0.175944E+02 -0.298729E+02  0.790311E+01
   2       22159   25    0.235868E+02 -0.325568E+02 -0.163669E+02
   2       22160   12    0.800380E+01 -0.164229E+02  0.582162E+01
   2       22162   12    0.588651E+01 -0.573549E+01 -0.118146E+02
   1       22163  208    0.879765E+02 -0.335047E+02 -0.123793E+03
   2       22165   12    0.131257E+02 -0.101013E+02 -0.969490E+01
   1       22168  220    0.531708E+02 -0.415193E+02 -0.687400E+02
   2       22170   12    0.429832E+01 -0.101465E+02  0.547699E+01
   1       22171  124    0.847453E+02 -0.547894E+02 -0.106258E+02
   1       22172  225    0.482001E+02 -0.163059E+01 -0.387579E+02
   2       22173   11    0.353447E+01 -0.187349E+02  0.818348E+01
   1       22179  216    0.746124E+02  0.630174E+02  0.746579E+01
   2       22182   18    0.154223E+02 -0.334451E+02  0.186545E+01
   2       22183   13    0.210048E+01 -0.200086E+02 -0.934442E+01
   2       22184   14    0.898700E+01 -0.905118E+01 -0.238674E+01
   2       22185   16    0.109801E+02  0.222693E+01  0.181088E+02
   1       22187  204    0.108875E+03 -0.350700E+02  0.113272E+02
   2       22189    9    0.872420E+01 -0.405644E+01 -0.107252E+02
   1       22190  234    0.120078E+03 -0.151941E+03 -0.939123E+02
   1       22194  218    0.117822E+03 -0.102654E+03  0.713219E+02
   2       22199   19    0.111172E+02 -0.217248E+02  0.950979E+01
   1       22200  222    0.175762E+03  0.672964E+02 -0.849686E+02
   2       22205   15    0.179101E+02 -0.506747E+01 -0.473350E+01
   2       22206   18    0.144367E+02 -0.286644E+02  0.601155E+01
   2       22210   10    0.306338E+01 -0.280411E+01 -0.394709E+01
   1       22212  224    0.888571E+02 -0.146769E+03 -0.112263E+02
   2       22215   16    0.199898E+02 -0.172626E+02  0.561535E+01
   1       22216  224    0.439916E+02  0.480929E+02 -0.155908E+03
   1       22218  212    0.122816E+03  0.427169E+02 -0.201834E+02
   1       22219  215    0.346090E+02  0.277399E+02 -0.606241E+01
   2       22220    9    0.180037E+01 -0.141295E+02  0.132430E+01
   2       22221   13    0.568915E+01 -0.199335E+02  0.473463E+01
   2       22224    9    0.333778E+01 -0.990053E+01 -0.995079E+01
   1       22225  217    0.591951E+02  0.317839E+02 -0.116398E+02
   2       22227   12    0.870697E+01 -0.441487E+01 -0.134060E+02
   1       22231  222    0.646193E+02 -0.130961E+03  0.222457E+02
   1       22232  234    0.202941E+03 -0.425848E+02 -0.537050E+02
   2       22236   11    0.752709E+01 -0.145662E+02 -0.523794E+01
   1       22238  214    0.116267E+03  0.274550E+02  0.690875E+01
   2       22239    8    0.105923E+02 -0.766967E+01 -0.462802E+01
   2       22240   15    0.820437E+01 -0.284274E+02  0.466859E+01
   2       22241   11    0.109024E+02 -0.102422E+02  0.224124E+00
   2       22242   12    0.604473E+01  0.519214E+01  0.113833E+02
   1       22243  234    0.168549E+03  0.174707E+02 -0.835039E+02
   1       22244  209    0.690344E+02 -0.136745E+03  0.384626E+02
   2       22245   13    0.206683E+01 -0.242053E+02  0.432431E+01
   1       22250  202    0.877431E+02  0.101214E+03  0.480216E+02
   1       22254  228    0.323559E+02 -0.128821E+03  0.600769E+01
   1       22255  232    0.809807E+02 -0.163658E+03  0.353411E+01
   2       22256    9    0.144977E+02 -0.130264E+02 -0.438584E+01
   2       22272   12    0.939432E+01 -0.187670E+02  0.719625E+01
   2       22273    9    0.551514E+01 -0.166990E+02 -0.728780E+01
   2       22274   12    0.787795E+01 -0.668663E+01  0.139155E+02
   1       22276  218    0.579023E+02 -0.106876E+03 -0.470147E+02
   1       22282  208    0.181390E+02 -0.171338E+03  0.628516E+02
   2       22283   16    0.104990E+02 -0.166419E+02 -0.142829E+02
   2       22287    6    0.320960E+01 -0.103433E+02  0.249705E+00
   2       22289   23    0.191950E+02 -0.228899E+02  0.748121E+01
   2       22290   12    0.170636E+02 -0.168503E+02 -0.188609E+01
   2       22291   18    0.136861E+02 -0.323027E+02  0.648915E+01
   2       22292   13    0.814219E+01 -0.229880E+02 -0.283602E+01
   1       22294  223    0.755605E+02 -0.813791E+02  0.101672E+03
   2       22295   12    0.791100E+01 -0.233763E+01  0.436196E+01
   1       22299  227    0.788719E+02  0.946457E+02  0.285003E+02
   2       22303   18    0.145094E+02 -0.112196E+01  0.142169E+02
   1       22307  220    0.783259E+02  0.168868E+03 -0.129298E+03
   2       22310   16    0.839258E+01 -0.169891E+02 -0.135587E+02
   2       22311   15    0.108881E+02  0.341053E+01  0.837152E+01
   1       22312  210    0.682056E+02 -0.990424E+02  0.570172E+02
   2       22313   14    0.124536E+02 -0.131039E+02 -0.138952E+02
   1       22315  219    0.112737E+03 -0.220131E+03 -0.121290E+03
   1       22318  227    0.126303E+03  0.514473E+02  0.573822E+02
   2       22320   17    0.507350E+01 -0.183798E+02  0.531393E+01
   2       22322   16    0.163331E+02 -0.102875E+02  0.131065E+02
   2       22323   12    0.727196E+01  0.609505E+01 -0.185282E+02
   2       22325   17    0.126907E+02 -0.292544E+02 -0.280270E+01
   1       22329  218    0.138502E+03 -0.232758E+02 -0.343385E+02
   2       22331   15    0.172998E+02 -0.157582E+02 -0.136256E+00
   2       22334   10    0.466073E+01 -0.149720E+02 -0.519009E+01
   1       22338  227    0.960447E+02  0.438314E+02  0.113582E+03
   2       22339   14    0.172292E+02 -0.727905E+01 -0.498402E+01
   2       22340   15    0.185360E+02 -0.957265E+01 -0.999184E+01
   1       22343  221    0.140454E+03 -0.972775E+02  0.234000E+01
   2       22345   18    0.275793E+02 -0.174481E+02  0.200661E+01
   2       22346   18    0.569853E+01 -0.281794E+02  0.754400E+01
   2       22348   10    0.117374E+01 -0.125592E+02  0.396794E+01
   1       22350  218    0.132481E+03 -0.291759E+02 -0.129956E+02
   2       22351   16    0.143971E+02 -0.103834E+02  0.133069E+02
   2       22354   18    0.108954E+02 -0.914341E+01 -0.255390E+02
   1       22357  208    0.655851E+02 -0.812796E+02  0.683520E+02
   1       22358  217    0.107334E+03 -0.655314E+01  0.157239E+02
   2       22359   15    0.425758E+01 -0.151589E+02 -0.166723E+02
   2       22362   20    0.155937E+02 -0.209658E+02  0.133468E+02
   2       22364   15    0.166469E+01 -0.124197E+02  0.168501E+02
   1       22368  213    0.163732E+03  0.310815E+01 -0.733973E+02
   2       22370   15    0.921190E+01 -0.818880E+01  0.875294E+01
   2       22371   14    0.317471E+01 -0.114986E+02 -0.194037E+02
   1       22378  224    0.804304E+02 -0.156768E+03 -0.181871E+00
   2       22382   12    0.262367E+01 -0.978902E+01 -0.220086E+01
   1       22385  211    0.196599E+02 -0.122325E+03 -0.821365E+02
   2       22386   16    0.121638E+02  0.359176E+01  0.127550E+02
   2       22392   15    0.228343E+02 -0.397721E+01  0.476869E+01
   1       22395  177    0.466330E+02 -0.377971E+02 -0.105628E+03
   1       22397  216    0.140323E+02  0.427433E+02  0.127813E+03
   2       22399   14    0.154320E+02 -0.132193E+02 -0.180088E+01
   1       22400  217    0.671728E+02  0.445253E+02 -0.158214E+03
   2       22403   17    0.130716E+02 -0.363817E+01  0.167974E+02
   1       22406  220    0.177619E+02 -0.349448E+02  0.593658E+02
   2       22410   13    0.816612E+01 -0.239413E+01 -0.134176E+02
   2       22417   14    0.569934E+01 -0.273762E+02 -0.421358E+01
   1       22418  230    0.939851E+02 -0.709400E+02  0.240559E+02
   2       22419   12    0.635397E+01 -0.121614E+02  0.769117E+01
   1       22420  217    0.130648E+03 -0.157538E+03  0.152237E+03
   2       22421   17    0.100876E+02 -0.281856E+02  0.385580E+01
   2       22422   12    0.130334E+01 -0.202023E+02  0.255482E+01
